CustomerID,Age,Gender,Province,City,JoinDate,TenureYears_Reported,PrimaryAccountType,NumProductsHeld,AccountBalance,CreditScore,AnnualIncome,MonthlyTransactions,ComplaintsLast12M,HasOnlineBanking,HasMobileApp,PreferredChannel,MaritalStatus,EmploymentStatus,LastContactDate,Churned
CUS13186,67.0,FEMALE,quebec,Gatineau,23/03/2018,6.8,TFSA,2,2484.57,740.0,42K,28,0,No,No,Mobile,Married,Part-Time,22/02/2023,No
CUS12447,54.0,Female,Ont.,Hamilton,10-15-2016,8.2,Savings,1,"$2,355.01",742.0,18000.0,16,0,No,Y,Branch,Single,Retired,20-Apr-2022,Yes
CUS14074,37.0,Male,newfoundland,Corner Brook,2013-12-10,11.1,Mortgage,4,7864.05,,34K,6,0,Yes,No,,Widowed,Retired,2020-12-15,Yes
CUS10790,33.0,FEMALE,NL,St. John's,2022-01-27,2.9,Chequing,2,"$7,781.74",739.0,"$86,000",20,0,Yes,No,online,Divorced,Retired,16/08/2022,Yes
CUS12803,60.0,M,ON,Ottawa,28/05/2011,13.6,Savings,4,1272.14,574.0,25K,1,1,No,TRUE,In-Branch,Divorced,Part-Time,2024-09-01,No
CUS13208,57.0,non-binary,british columbia, Surrey ,2015-01-10,10.0,Chequing,2,2081.4,789.0,20K,13,0,Yes,Yes,Branch,Single,Part-Time,2021-12-11,Yes
CUS12153,51.0,F,newfoundland,Corner Brook,2011-06-22,13.5,Personal Loan,3,1903.83,713.0,30400.0,11,0,N,Y,Online Banking,Married,Part-Time,02-18-2016,No
CUS13167,57.0,M,Prince Edward Island, Charlottetown ,2018-04-01,6.8,Personal Loan,3,"$1,562.16",565.0,44K,8,0,Yes,N,Online,Single,Unemployed,2023-11-01,No
CUS14015,49.0,Non-binary,manitoba,Winnipeg,"August 24, 2015",9.4,Savings,3,"$12,516.28",723.0,31K,20,0,No,No,Mobile App,Divorced,Self-Employed,2016-05-19,No
CUS12110,18.0,FEMALE,PE,Charlottetown,2013-06-28,11.5,Personal Loan,1,"$3,750.10",728.0,111400.0,0,0,No,1,mobile app,Divorced,Unemployed,2023-07-23,No
CUS11117,59.0,FEMALE,New Brunswick,Saint John,2016-01-22,8.9,Savings,3,6787.71,657.0,"$44,100",5,0,Yes,No,branch,Divorced,Retired,2016-12-21,No
CUS12904,40.0,M,new brunswick,Saint John,04-09-2015,9.7,Mortgage,2,$407.70,657.0,32K,11,1,Yes,0,Online Banking,Married,Unemployed,11-Oct-2022,Yes
CUS13653,53.0,MALE,PE,Charlottetown,10/06/2022,2.6,Credit Card,1,2007.81,887.0,"$43,400",19,0,Yes,0,Mobile App,Widowed,Retired,15/04/2024,Yes
CUS11917,52.0,F,Alberta, Red Deer ,2021-09-06,3.3,Mortgage,4,"$15,609.73",808.0,39K,18,0,N,Yes,mobile app,Divorced,Self-Employed,05/02/2024,No
CUS11176,29.0,FEMALE,New Brunswick,Saint John,07-13-2014,10.5,Chequing,2,"$2,809.29",686.0,"$40,400",20,1,No,Yes,In-Branch,Single,Self-Employed,2022-07-02,Yes
CUS10617,33.0,Male,SK,Saskatoon,12-Mar-2015,9.8,TFSA,3,"$26,034.44",707.0,33K,8,0,1,No,Branch ,Divorced,Self-Employed,08-26-2022,No
CUS12596,59.0,M,Nova Scotia,Sydney,2017-01-28,7.9,RRSP,1,33034.38,519.0,34K,10,1,No,No,Online banking,Widowed,Retired,2022-11-11,Yes
CUS12398,61.0,MALE,Manitoba,Brandon,12-08-2011,13.1,Savings,2,1574.72,793.0,58K,6,2,Yes,N,Phone,Divorced,Student,09-07-2017,No
CUS11245,54.0,FEMALE,Ontario,Ottawa,"August 15, 2020",4.4,Mortgage,5,10144.3,749.0,50K,10,0,Y,Yes,Online Banking,Single,Part-Time,10-09-2023,No
CUS11158,60.0,Male,Manitoba,Winnipeg,19/04/2023,1.7,Chequing,2,3126.55,713.0,58K,15,0,Yes,Yes,Phone,Married,Full-Time,2023-07-09,Yes
CUS10761,41.0,,Nova Scotia,Sydney,2011-02-06,13.9,RRSP,4,"$1,835.47",725.0,"$56,300",19,0,Yes,Yes,Phone Banking,Widowed,Full-Time,2014-09-25,No
CUS10211,,M,New Brunswick,Saint John,"January 08, 2021",4.0,Savings,3,"$1,750.27",744.0,84800.0,3,0,Yes,Yes,Branch ,Widowed,Student,2022-05-08,No
CUS11992,48.0,,quebec,Laval,20/09/2019,5.3,Savings,1,16188.8,894.0,85K,18,1,TRUE,0,mobile app,Single,Unemployed,24/10/2023,Yes
CUS12372,55.0,M,alberta,Edmonton,20-Jul-2017,7.4,Chequing,2,7625.35,778.0,126300.0,15,0,N,Yes,online,Divorced,Student,12/08/2023,No
CUS12931,35.0,male,manitoba,Winnipeg,05/07/2010,14.5,Credit Card,3,1985.89,794.0,"$116,600",7,0,Yes,Y,Online banking,Widowed,Full-Time,2016-05-09,No
CUS11280,43.0,M,Nova Scotia,Halifax,06-Jun-2015,9.6,RRSP,2,"$4,372.93",560.0,39K,17,2,Yes,No,Phone Banking,,Unemployed,2018-05-24,No
CUS10460,59.0,non-binary,NS,Sydney,11-03-2020,4.2,Personal Loan,4,8267.97,502.0,"$32,800",10,0,No,Yes,In-Branch,Married,Unemployed,2023-01-05,No
CUS13120,32.0,female,AB,Calgary,2019-03-01,5.8,Mortgage,5,"$2,972.46",599.0,"$30,800",11,1,FALSE,1,Phone Banking,Divorced,Student,2020-09-22,No
CUS12766,53.0,M,NB,Saint John,02/09/2013,11.3,Personal Loan,2,3477.91,900.0,43900.0,8,1,N,No,online,Widowed,Unemployed,02-28-2020,No
CUS12480,33.0,M,Ont.,Hamilton,2012-12-24,12.0,Credit Card,1,$-583.53,595.0,105K,17,0,N,No,Mobile,Widowed,Self-Employed,12-18-2015,Yes
CUS12501,34.0,male,New Brunswick,Saint John,14/03/2011,13.8,RRSP,3,"$7,136.32",726.0,63700.0,22,0,No,Yes,Online,Single,Retired,2013-02-24,No
CUS13047,35.0,Male,Ontario,Toronto,16/04/2014,10.7,Credit Card,3,-540.54,606.0,22K,12,0,Yes,0,Phone,Divorced,Student,17/01/2016,No
CUS11904,36.0,FEMALE,Saskatchewan,Regina,2014-01-24,10.9,Mortgage,2,2012.3,663.0,38300.0,26,0,No,No,Mobile,Single,Full-Time,12-Sep-2019,No
CUS11122,41.0,female,nova scotia,Sydney,2021-02-20,3.9,TFSA,2,"$8,737.22",477.0,"$59,200",16,0,No,Yes,Branch,Married,Unemployed,2024-02-24,Yes
CUS10623,20.0,M,Que.,Quebec City,05-Oct-2018,6.2,RRSP,4,1390.1,665.0,"$43,600",3,2,Yes,0,branch,Divorced,Retired,2023-02-26,No
CUS13510,57.0,female,NB,Moncton,19-Apr-2017,7.7,Mortgage,1,1201.59,654.0,"$37,500",13,2,Yes,No,Phone Banking,Widowed,Full-Time,22/03/2020,Yes
CUS11773,59.0,male,Prince Edward Island,Charlottetown,13-Jun-2012,12.6,TFSA,4,311.7,719.0,42K,21,0,Yes,Yes,Online Banking,Single,Student,09/06/2021,No
CUS13130,35.0,F,ON,Hamilton,02-10-2014,10.9,Savings,4,$937.66,612.0,"$26,100",25,2,Yes,TRUE,In-Branch,Single,Self-Employed,2022-07-30,Yes
CUS12795,43.0,Female,Nova Scotia,Halifax,2017-04-18,7.7,Credit Card,3,3681.01,810.0,46K,14,1,Yes,Y,Online banking,Single,Self-Employed,2019-07-30,Yes
CUS12315,,male,ontario,Mississauga,2014-11-05,10.2,Savings,3,1339.23,600.0,69400.0,6,0,Y,No,online,Married,Part-Time,13-Sep-2019,No
CUS13356,18.0,female,nova scotia,Sydney,18-Mar-2020,4.8,TFSA,3,2066.26,562.0,67700.0,5,0,0,Yes,Mobile App,Widowed,Unemployed,2022-08-19,No
CUS12289,33.0,F,new brunswick,Moncton,2011-09-14,,Chequing,4,12775.83,730.0,"$34,900",14,0,No,No,phone,Widowed,Unemployed,28/09/2024,No
CUS13004,28.0,MALE,british columbia,Kelowna,11-10-2015,9.1,RRSP,1,5041.65,843.0,146700.0,22,0,Yes,Y,Mobile App,Single,Unemployed,01-Aug-2017,No
CUS11233,18.0,F,newfoundland,St. John's,2022-02-07,2.9,Chequing,4,"$9,577.01",627.0,87K,7,0,0,No,Mobile,Single,Part-Time,16/01/2024,No
CUS13931,42.0,F,Saskatchewan,Saskatoon,2016-10-16,8.2,RRSP,1,1777.82,639.0,"$29,000",23,1,No,TRUE,online,Single,Self-Employed,15-Dec-2016,No
CUS13705,21.0,MALE,New Brunswick,Saint John,29/01/2014,10.9,TFSA,1,"$5,440.54",540.0,33K,21,1,No,No,Mobile,,Self-Employed,2018-12-28,Yes
CUS11407,48.0,Male,saskatchewan,Regina,23/12/2021,3.0,Mortgage,3,"$2,875.12",737.0,,12,3,No,Yes,mobile app,Divorced,Full-Time,2022-10-09,Yes
CUS11380,73.0,MALE,BC,Kelowna,2023-01-08,2.0,Mortgage,2,"$1,872.25",635.0,40900.0,13,1,Yes,No,Branch,Divorced,Unemployed,10/03/2023,No
CUS11243,39.0,female,SK,Regina,2023-09-20,1.3,TFSA,2,"$2,373.31",772.0,104200.0,15,0,Yes,No,Online banking,Single,Retired,2024-10-17,Yes
CUS11600,36.0,F,saskatchewan,Regina,2021-03-18,3.8,RRSP,1,14698.15,682.0,36K,0,0,No,Yes,Phone Banking,Single,Retired,12/11/2024,Yes
CUS10306,,Non-binary,manitoba,Brandon,2019-05-09,5.6,Savings,1,5818.3,,24400.0,6,0,No,No,Phone Banking,Divorced,Full-Time,24/04/2022,No
CUS13064,63.0,male,Quebec,Laval,12-24-2022,2.0,Personal Loan,1,"$5,105.17",587.0,64900.0,21,0,0,No,Phone Banking,Divorced,Full-Time,08-Nov-2024,No
CUS13661,41.0,non-binary,pei,Charlottetown,2017-03-21,7.8,Mortgage,2,"$8,193.92",686.0,82K,17,0,No,N,In-Branch,Widowed,Retired,2022-01-23,No
CUS10346,55.0,MALE,B.C.,Vancouver,11/05/2014,10.6,TFSA,3,2527.8,700.0,"$67,800",19,1,N,N,App,Single,Self-Employed,27/07/2018,No
CUS10728,85.0,Male,AB,Lethbridge,24/01/2017,7.9,Chequing,1,"$5,198.65",802.0,"$30,900",20,0,N,Yes,mobile app,Widowed,Retired,2022-02-01,
CUS10985,18.0,male,Alta.,Calgary,06-30-2012,12.5,Chequing,2,"$2,061.92",799.0,43200.0,18,0,FALSE,No,Phone Banking,Widowed,Retired,22/01/2024,Yes
CUS12821,55.0,F,MB,Winnipeg,"March 16, 2015",9.8,TFSA,2,11931.12,817.0,108K,11,0,Yes,Yes,App,Divorced,Part-Time,08-11-2018,Yes
CUS12694,21.0,F,SK,Regina,2014-09-05,10.3,RRSP,1,"$7,443.67",702.0,44600.0,5,0,1,Yes,Online Banking,Married,Student,"February 20, 2021",Yes
CUS12073,51.0,FEMALE,manitoba,Brandon,2014-01-01,11.0,Credit Card,3,-679.62,-1.0,74900.0,15,0,No,1,Phone,,Self-Employed,2021-05-08,No
CUS12490,32.0,F,B.C.,Victoria,2020-08-03,4.4,Credit Card,2,1884.41,645.0,58200.0,15,0,No,No,Mobile App,Divorced,Unemployed,04/10/2023,No
CUS10774,,FEMALE,NL,St. John's,"November 29, 2022",2.1,Credit Card,1,991.34,578.0,"$62,300",24,0,0,No,Mobile App,Married,Full-Time,14-Apr-2023,Yes
CUS14155,53.0,Female,Ont.,Hamilton,21/06/2022,2.5,Credit Card,3,1822.19,839.0,84K,6,2,Yes,Yes,Online Banking,Widowed,Self-Employed,2024-03-23,Yes
CUS13249,74.0,FEMALE,Alta.,Calgary,2014-11-02,10.2,Personal Loan,1,4225.5,734.0,87K,9,1,N,Yes,Online banking,Single,Self-Employed,2022-05-27,No
CUS13335,43.0,female,Nova Scotia,Sydney,01-01-2010,15.0,Chequing,2,"$1,204.81",546.0,49K,12,0,Y,Yes,online,Single,Self-Employed,12/09/2013,Yes
CUS13869,49.0,Female,Ont.,Toronto,2013-02-18,11.9,Mortgage,1,"$1,433.00",751.0,78K,0,1,Yes,No,Branch ,Single,Part-Time,30-Oct-2018,No
CUS10668,59.0,FEMALE,Ontario,Ottawa,01-14-2016,9.0,Chequing,1,"$8,115.18",756.0,"$68,300",17,0,1,Yes,Mobile App,Married,Unemployed,2021-03-16,Yes
CUS13788,18.0,FEMALE,nova scotia,Halifax,07-Aug-2011,13.4,Chequing,1,"$14,837.40",723.0,72K,0,0,0,0,mobile app,Married,Full-Time,2021-07-25,Yes
CUS10871,18.0,MALE,Prince Edward Island,Charlottetown,07-19-2015,9.5,Chequing,2,4884.22,741.0,"$37,500",28,0,TRUE,Yes,Branch,Married,Self-Employed,2019-10-28,Yes
CUS10965,24.0,M,British Columbia,Victoria,2012-03-08,12.8,Personal Loan,2,8290.96,573.0,"$84,800",12,0,No,No,phone,Widowed,Retired,14/06/2022,Yes
CUS13515,42.0,F,Manitoba,Brandon,2016-01-24,8.9,Personal Loan,2,24827.64,648.0,42600.0,28,0,N,Yes,Phone,,Self-Employed,2020-05-31,No
CUS11782,51.0,male,Ont.,London,2015-08-10,9.4,Savings,1,13159.23,617.0,52900.0,15,2,1,No,online,Single,Self-Employed,2024-05-23,No
CUS10929,,Male,Prince Edward Island,Charlottetown,01-31-2010,14.9,RRSP,3,"$2,417.84",681.0,32K,0,1,N,FALSE,online,Married,Full-Time,2019-11-13,Yes
CUS13535,47.0,FEMALE,nova scotia,Halifax,2022-10-15,2.2,TFSA,2,33815.26,726.0,"$44,100",11,0,N,1,Branch ,Divorced,Unemployed,2023-06-18,No
CUS13241,55.0,male,Prince Edward Island,Charlottetown,08/01/2012,13.0,Chequing,1,"$1,618.60",560.0,65000.0,21,1,No,0,Phone Banking,Married,Unemployed,"January 02, 2016",Yes
CUS11348,44.0,female,MB, Winnipeg ,2015-08-05,9.4,TFSA,3,987.17,661.0,84200.0,16,0,No,No,mobile app,Widowed,Self-Employed,10-21-2018,Yes
CUS10319,31.0,Male,QC,Quebec City,2010-08-17,14.4,Mortgage,1,"$3,098.07",719.0,54700.0,15,0,Yes,N,Mobile,Widowed,Full-Time,30/04/2021,Yes
CUS11532,23.0,male,Nova Scotia,Halifax,11-Nov-2016,8.1,Mortgage,3,4051.1,736.0,"$77,600",11,0,Yes,Y,Phone,Single,Retired,2021-03-09,No
CUS11321,45.0,female,saskatchewan,Regina,2014-10-08,10.2,Savings,2,895.32,621.0,80600.0,10,0,FALSE,No,App,Divorced,Retired,2019-02-21,Yes
CUS13449,50.0,Female,NB,Moncton,2013-11-23,11.1,Mortgage,1,1836.82,665.0,36300.0,15,0,Yes,No,Online,Single,Self-Employed,15/11/2019,Yes
CUS12544,32.0,MALE,SK,Regina,08-Apr-2018,6.7,RRSP,1,"$3,266.75",729.0,35100.0,25,0,0,No,phone,Single,Part-Time,26/10/2019,No
CUS13328,43.0,FEMALE,NB,Moncton,11-11-2020,4.1,Credit Card,1,"$-2,728.83",,23500.0,6,0,No,FALSE,phone,Widowed,Unemployed,2024-08-12,Yes
CUS11277,29.0,FEMALE,Ontario,Mississauga,"May 25, 2020",4.6,Savings,3,18425.93,550.0,67200.0,10,1,No,Yes,online,Divorced,Student,"January 02, 2023",No
CUS10421,59.0,M,NS,Halifax,2012-06-03,12.6,Personal Loan,2,2688.78,674.0,83K,9,1,Y,0,Phone,Divorced,Retired,2020-04-29,Yes
CUS13088,23.0,M,Alberta,Edmonton,12/04/2017,7.7,RRSP,1,4764.48,491.0,100400.0,9,1,Y,No,online,Widowed,Full-Time,10-15-2020,Yes
CUS13115,35.0,M,ON,London,26-Sep-2017,7.3,RRSP,2,"$5,575.37",731.0,87200.0,8,0,No,N,Mobile App,Married,Full-Time,2019-10-12,No
CUS13420,26.0,MALE,PE,Charlottetown,2023-08-28,1.3,Mortgage,1,"$33,338.32",843.0,68700.0,4,0,N,No,Online banking,Widowed,Self-Employed,04-23-2024,Yes
CUS13757,40.0,MALE,Que.,Montreal,2010-10-21,14.2,RRSP,2,"$3,010.32",572.0,"$44,000",22,0,N,No,branch,Married,Retired,2022-01-13,No
CUS12608,71.0,female,B.C.,Surrey,2018-11-18,6.1,Savings,2,2705.68,900.0,"$20,300",25,0,No,N,App,Single,Unemployed,2019-08-20,Yes
CUS13387,31.0,female,nova scotia,Sydney,2013-05-14,11.6,Savings,2,451.11,662.0,"$61,600",4,0,No,No,Phone,Married,Student,2019-01-14,No
CUS11197,46.0,MALE,ON,London,"March 24, 2020",4.8,Personal Loan,2,"$3,917.80",,93K,18,0,No,No,Mobile App,Divorced,Full-Time,04-22-2024,No
CUS11448,33.0,F,Nova Scotia,Sydney,08-16-2010,14.4,TFSA,2,2641.65,794.0,52K,5,0,1,Y,online,Single,Self-Employed,2019-03-13,No
CUS14179,45.0,M,newfoundland,St. John's,2015-12-26,9.0,TFSA,4,"$6,663.15",654.0,,23,0,No,No,Branch ,Single,Student,2023-10-27,No
CUS13401,,Non-binary,Que.,Quebec City,2012-05-14,12.6,Personal Loan,1,"$4,764.57",558.0,112K,6,0,Y,No,Phone Banking,,Unemployed,"October 16, 2023",Yes
CUS12964,42.0,Female,alberta,Calgary,2014-02-20,10.9,Savings,5,2075.97,784.0,39500.0,18,0,No,TRUE,Phone Banking,Divorced,Part-Time,2017-01-27,No
CUS13286,45.0,Female,ON,London,03/12/2010,14.1,Chequing,2,1160.82,630.0,40100.0,4,0,0,No,Branch ,Single,Retired,28/01/2020,No
CUS12305,46.0,male,Ontario,Hamilton,2021-03-19,,Personal Loan,4,4110.03,721.0,52K,19,0,N,Yes,Branch,Single,Unemployed,21/04/2024,Yes
CUS11645,57.0,NON-BINARY,NL,Corner Brook,2018-11-13,6.1,Mortgage,1,3187.27,747.0,"$88,300",10,0,Yes,Yes,App,Married,Full-Time,2024-10-14,Yes
CUS12688,45.0,female,British Columbia,Kelowna,2015-08-28,9.3,Mortgage,2,"$10,809.36",743.0,"$80,400",10,2,No,0,Online banking,Divorced,Unemployed,2022-05-29,No
CUS10992,31.0,Female,Que.,Montreal,02-20-2013,11.9,Personal Loan,1,"$2,970.21",644.0,38K,11,0,Yes,Yes,Phone,Married,Self-Employed,10-28-2016,Yes
CUS13490,49.0,Male,PE,Charlottetown,"November 06, 2022",2.2,Personal Loan,1,1409.69,748.0,"$78,700",15,0,No,Yes,In-Branch,Single,Part-Time,26/11/2023,
CUS11560,36.0,F,MB,Winnipeg,2019-06-29,5.5,Chequing,2,3440.38,641.0,86K,21,0,Yes,Yes,In-Branch,Married,Part-Time,09-07-2021,Yes
CUS12465,44.0,male,nova scotia, Sydney ,"June 23, 2018",6.5,Credit Card,4,"$6,356.48",617.0,"$49,800",7,0,TRUE,No,Phone Banking,Single,Self-Employed,2021-10-29,Yes
CUS10591,72.0,M,B.C.,Vancouver,"June 17, 2010",14.5,Personal Loan,1,"$2,053.86",731.0,41700.0,19,1,No,No,,Married,Full-Time,"July 29, 2016",Yes
CUS11263,44.0,Non-binary,Newfoundland and Labrador,St. John's,2020-01-09,5.0,TFSA,3,"$7,056.19",697.0,"$53,600",4,0,No,Y,Mobile,Married,Unemployed,2021-06-01,No
CUS11123,999.0,F,Nova Scotia,Halifax,12/07/2016,8.5,RRSP,2,"$2,017.95",651.0,46K,14,0,Yes,No,Phone,Widowed,Unemployed,29/06/2021,No
CUS13297,56.0,Non-binary,Newfoundland and Labrador,Corner Brook,2016-10-29,8.2,Credit Card,1,$-533.28,755.0,50K,7,0,No,No,App,Divorced,Self-Employed,2019-04-04,Yes
CUS13059,33.0,MALE,pei,Charlottetown,2018-09-08,6.3,Mortgage,2,2280.95,639.0,"$67,500",17,1,Yes,No,phone,Single,Student,27/12/2021,Yes
CUS11423,42.0,Female,saskatchewan,Regina,24/03/2011,13.8,Mortgage,1,17239.76,829.0,48K,18,1,0,No,Online banking,Widowed,Unemployed,2013-05-12,Yes
CUS11091,40.0,male,Nova Scotia,Halifax,2018-02-17,6.9,Chequing,1,18122.39,749.0,"$38,200",13,0,TRUE,No,branch,Single,Retired,"August 28, 2021",Yes
CUS10276,52.0,F,PE,Charlottetown,01-04-2016,9.0,Credit Card,4,4290.62,,63700.0,8,0,1,0,branch,Single,Student,2017-09-30,No
CUS13614,52.0,female,Alta.,Edmonton,2016-04-23,8.7,TFSA,2,30185.62,485.0,60300.0,11,0,No,N,Online banking,Widowed,Part-Time,2023-05-10,No
CUS12660,40.0,Male,Quebec,Montreal,10-26-2021,3.2,TFSA,2,23579.78,741.0,32600.0,26,0,No,Yes,Mobile,Widowed,Full-Time,17-Jan-2023,Yes
CUS12463,43.0,F,alberta,Edmonton,2018-03-29,6.8,Savings,2,12426.24,661.0,74800.0,13,0,No,Yes,Mobile,Widowed,Unemployed,2023-02-14,No
CUS11988,,male,new brunswick,Moncton,2021-05-24,,RRSP,3,$902.24,532.0,106K,6,0,0,FALSE,phone,Single,Unemployed,2023-04-16,No
CUS11269,44.0,M,QC, Laval ,11-17-2021,3.1,Chequing,4,913.72,540.0,146700.0,12,0,N,Yes,branch,Widowed,Retired,08-10-2024,No
CUS10701,55.0,M,Quebec,Gatineau,2013-05-24,11.6,Mortgage,3,"$3,235.65",727.0,49700.0,10,0,No,Y,In-Branch,Married,Self-Employed,24/11/2014,Yes
CUS10088,30.0,F,AB,Edmonton,05-30-2023,1.6,Mortgage,2,10739.16,709.0,"$49,100",14,0,Yes,N,phone,Divorced,Retired,06/02/2024,Yes
CUS12349,46.0,male,BC,Vancouver,2017-04-29,7.7,RRSP,3,"$4,360.82",717.0,35K,8,1,No,Y,Online banking,Married,Part-Time,06-Aug-2023,Yes
CUS10493,57.0,MALE,saskatchewan,Regina,2022-09-25,2.3,RRSP,2,5989.88,775.0,69K,19,0,N,Y,online,,Self-Employed,2023-08-20,Yes
CUS11311,52.0,MALE,new brunswick,Saint John,01-12-2019,6.0,Mortgage,3,17689.59,735.0,46K,7,0,FALSE,N,Phone Banking,Married,Student,25/02/2024,Yes
CUS11120,58.0,female,QC,Montreal,07-27-2013,11.4,Chequing,1,5849.07,870.0,37K,11,0,0,No,Online,Divorced,,2020-07-07,No
CUS11584,57.0,Male,Alberta,Lethbridge,03-17-2011,13.8,Chequing,1,"$3,364.69",,32K,16,0,No,Yes,Phone,Married,Student,07-13-2012,No
CUS11145,63.0,Male,Que.,Montreal,19/06/2020,4.5,RRSP,4,"$4,082.64",809.0,23800.0,7,0,No,1,mobile app,Married,Student,2023-03-03,Yes
CUS12186,30.0,Female,ontario,Toronto,2012-06-17,12.5,RRSP,1,"$2,403.21",616.0,"$31,700",0,3,Yes,No,App,Divorced,Student,05-Dec-2012,Yes
CUS13482,42.0,M,Manitoba,Brandon,2020-10-28,4.2,Savings,1,"$102,439.53",612.0,101800.0,13,0,No,TRUE,Branch,Married,Self-Employed,2023-08-17,Yes
CUS11230,,FEMALE,Alberta,Edmonton,2019-05-01,5.7,Chequing,2,$940.84,634.0,60K,16,0,Y,TRUE,Phone Banking,Single,Full-Time,2021-04-11,No
CUS11663,18.0,FEMALE,NB,Saint John,2020-02-27,4.8,TFSA,2,5690.12,778.0,84K,18,1,Yes,1,Mobile App,Widowed,Unemployed,2023-04-03,No
CUS11722,39.0,FEMALE,QC,Gatineau,2012-11-30,12.1,RRSP,3,5266.76,729.0,65500.0,32,0,Yes,TRUE,Phone,Widowed,Retired,21-Sep-2018,No
CUS13407,51.0,M,Nova Scotia,Sydney,06-Feb-2016,8.9,TFSA,3,2322.73,800.0,91800.0,10,3,No,Y,mobile app,Single,Full-Time,01/09/2016,Yes
CUS11791,18.0,female,NB,Saint John,19-Jul-2016,8.5,RRSP,1,1682.03,687.0,108K,28,0,Y,N,Branch,Divorced,Self-Employed,2019-03-18,Yes
CUS11115,31.0,M,Nova Scotia,Halifax,2012-04-05,12.7,RRSP,2,"$8,054.31",674.0,"$27,400",20,0,No,Y,Branch,,Student,17/02/2013,No
CUS11609,37.0,male,alberta,Lethbridge,2012-05-05,12.7,Personal Loan,2,"$11,228.21",824.0,109100.0,31,0,No,Yes,Phone Banking,Widowed,Unemployed,"September 07, 2023",No
CUS11459,34.0,F,New Brunswick,Moncton,2020-11-08,4.1,Mortgage,3,14719.89,669.0,"$32,200",2,0,Yes,Y,branch,Single,Student,2023-06-30,Yes
CUS10532,41.0,F,new brunswick,Moncton,2010-09-06,14.3,Credit Card,2,"$3,858.55",482.0,"$92,700",14,0,N,Yes,Mobile,Divorced,Unemployed,22-Oct-2014,Yes
CUS11846,39.0,male,NL,Corner Brook,2017-10-13,7.2,Credit Card,1,-372.25,724.0,"$67,000",20,0,No,No,Mobile App,Widowed,Self-Employed,23-Aug-2022,No
CUS12020,61.0,Male,newfoundland,Corner Brook,09/08/2019,5.4,TFSA,2,"$7,681.61",640.0,36K,19,0,No,No,mobile app,Single,Self-Employed,2020-03-22,No
CUS12623,36.0,M,Ont.,Ottawa,29/01/2017,7.9,Personal Loan,1,823.28,756.0,36700.0,24,1,N,Yes,Phone Banking,Single,Full-Time,2021-07-16,Yes
CUS10454,48.0,MALE,Ont.,Ottawa,2011-12-28,13.0,Mortgage,2,6270.62,744.0,22K,17,0,N,Yes,Phone Banking,Divorced,Unemployed,30/09/2016,No
CUS11063,37.0,M,BC,Surrey,2015-03-26,9.8,TFSA,1,$505.35,490.0,57600.0,28,0,No,Yes,Online,Widowed,,13/05/2016,Yes
CUS11399,55.0,Female,New Brunswick,Moncton,12-19-2017,7.0,Credit Card,4,"$6,117.03",734.0,46700.0,26,0,Yes,Y,Mobile,Widowed,Retired,12-14-2021,No
CUS13638,25.0,male,British Columbia,Victoria,08-Feb-2023,1.9,RRSP,1,4986.26,683.0,45K,11,0,Yes,Yes,Mobile,Married,Unemployed,2023-07-06,Yes
CUS10595,49.0,M,MB,Brandon,11-Oct-2021,3.2,Personal Loan,2,"$24,457.10",585.0,"$100,000",0,0,TRUE,No,phone,Divorced,Self-Employed,2024-02-22,No
CUS13973,53.0,,nova scotia,Halifax,27-Nov-2010,14.1,Savings,2,11630.58,610.0,"$36,300",14,0,Yes,TRUE,Mobile App,Widowed,Unemployed,2021-06-20,No
CUS12265,18.0,Female,NS,Halifax,13/02/2012,12.9,Mortgage,5,3846.22,815.0,45100.0,16,3,No,No,mobile app,Divorced,Student,04-14-2023,Yes
CUS14085,46.0,,quebec,Montreal,2019-04-18,5.7,Credit Card,3,709.3,769.0,"$57,800",19,0,Yes,No,Branch ,Married,Full-Time,03-17-2024,
CUS12464,36.0,Female,manitoba,Winnipeg,16-Jun-2013,11.5,Credit Card,1,"$-3,653.08",524.0,68900.0,15,0,No,No,Mobile App,Widowed,Self-Employed,2021-11-08,No
CUS12528,44.0,non-binary,Alberta,Lethbridge,26-Dec-2017,7.0,RRSP,1,1828.98,900.0,46K,21,0,N,Yes,Mobile App,Widowed,Part-Time,2022-09-16,Yes
CUS11471,27.0,F,pei,Charlottetown,05-11-2010,14.6,TFSA,2,"$2,726.45",606.0,44K,26,0,Yes,1,Online banking,Widowed,Part-Time,28/10/2014,No
CUS12029,64.0,F,Prince Edward Island,Charlottetown,10-26-2023,1.2,RRSP,2,25707.3,684.0,35700.0,12,1,1,Yes,Branch ,Married,Self-Employed,2024-01-04,No
CUS10373,27.0,M,british columbia, Surrey ,"April 24, 2012",12.7,Credit Card,1,1327.97,731.0,84K,5,0,Yes,1,online,Single,Unemployed,2021-05-24,Yes
CUS10787,18.0,female,alberta,Lethbridge,04-07-2010,14.7,Chequing,4,1734.43,792.0,38K,23,1,1,Yes,App,Married,Unemployed,2018-03-07,No
CUS11059,38.0,Male,SK,Saskatoon,2013-10-09,11.2,TFSA,2,8566.82,677.0,,17,0,1,No,Online banking,Married,Retired,18-Jul-2020,Yes
